subject_id,str_GoPro_ts,end_GoPro_ts,str_GoPro_frame,end_GoPro_frame,str_SMI_w_ts,end_SMI_w_ts,str_SMI_w_frame,end_SMI_w_frame,str_SMI_wo_ts,end_SMI_wo_ts,str_SMI_wo_frame,end_SMI_wo_frame,error_label_main,error_label_sub,action_label
9,00:07:06:25,00:07:27:27,25560,26821,00:08:33:09,00:08:54:09,15399,16029,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,11
9,00:07:28:01,00:07:50:33,26855,28205,00:08:54:26,00:09:17:12,16046,16722,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,8
10,00:02:47:55,00:02:51:19,10065,10269,00:03:59:03,00:04:02:15,7173,7275,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,2
10,00:03:01:19,00:03:03:17,10869,10987,00:04:12:15,00:04:14:14,7575,7634,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,2
10,00:04:03:08,00:04:07:26,14574,14832,00:05:14:06,00:05:18:15,9426,9555,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,2
10,00:05:17:12,00:05:21:58,19013,19299,00:06:28:04,00:06:32:27,11644,11787,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,1
10,00:07:06:53,00:07:08:39,25588,25694,00:08:17:19,00:08:19:12,14929,14982,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,3
10,00:02:43:56,00:02:50:29,9827,10219,00:03:55:04,00:04:01:20,7054,7250,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,2
10,00:02:58:41,00:03:01:25,10711,10875,00:04:09:26,00:04:12:18,7496,7578,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,2
10,00:03:05:16,00:03:06:50,11105,11199,00:04:16:13,00:04:18:00,7693,7740,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,2
10,00:03:14:16,00:03:22:56,11645,12164,00:04:25:12,00:04:34:02,7962,8222,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,2
10,00:03:55:16,00:04:04:30,14102,14656,00:05:06:10,00:05:15:17,9190,9467,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,2
10,00:04:42:38,00:04:45:11,16942,17094,00:05:53:19,00:05:56:05,10609,10685,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1,-1,1
10,00:04:58:09,00:05:00:44,17872,18027,00:06:09:04,00:06:11:21,11074,11151,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1,-1,1
10,00:05:11:59,00:05:19:42,18701,19163,00:06:22:28,00:06:30:19,11488,11719,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0,-1,1
10,00:06:11:15,00:06:13:45,22253,22403,00:07:22:03,00:07:24:17,13263,13337,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3,-1,3
10,00:06:39:45,00:06:43:14,23962,24170,00:07:50:17,00:07:54:01,14117,14221,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1,-1,1
10,00:06:51:04,00:06:54:38,24640,24854,00:08:01:25,00:08:05:12,14455,14562,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1,-1,1
10,00:07:19:44,00:07:22:38,26358,26532,00:08:30:14,00:08:33:11,15314,15401,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1,-1,1
10,00:09:00:09,00:09:01:31,32377,32459,00:10:10:21,00:10:12:02,18321,18362,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1,-1,9
10,00:09:13:22,00:09:17:40,33169,33427,00:10:23:27,00:10:28:05,18717,18845,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1,-1,9
10,00:09:29:05,00:09:53:02,34111,35547,00:10:39:17,00:11:03:15,19187,19905,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4,-1,9
10,00:04:36:10,00:04:45:05,16554,17088,00:05:47:05,00:05:56:02,10415,10682,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,1
10,00:04:49:23,00:05:00:34,17346,18017,00:06:00:11,00:06:11:16,10811,11146,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,1
10,00:05:08:05,00:05:20:46,18467,19227,00:06:19:01,00:06:31:21,11371,11751,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,1
10,00:05:24:26,00:05:30:16,19447,19797,00:06:35:11,00:06:41:06,11861,12036,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,1
10,00:06:27:12,00:06:36:18,23209,23755,00:07:38:00,00:07:47:03,13740,14013,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,1
10,00:07:00:11,00:07:03:57,25186,25412,00:08:10:28,00:08:14:21,14728,14841,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,1
10,00:07:08:29,00:07:22:34,25684,26528,00:08:19:07,00:08:33:09,14977,15399,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,1
10,00:07:39:11,00:08:17:22,27524,29813,00:08:49:26,00:09:28:00,15896,17040,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2,-1,8
11,00:03:07:17,00:03:16:55,11226,11804,00:04:07:07,00:04:16:26,7417,7706,00:04:06:14,00:04:16:06,5918,6150,0,-1,2
11,00:05:54:34,00:06:10:59,21253,22237,00:06:54:10,00:07:10:22,12430,12922,00:06:53:19,00:07:10:04,9931,10324,0,-1,3
11,00:07:14:51,00:07:46:13,26065,27946,00:08:14:16,00:08:45:26,14836,15776,00:08:14:00,00:08:45:09,11856,12609,0,-1,3
11,00:07:52:53,00:07:55:29,28345,28501,00:08:52:16,00:08:55:04,15976,16054,00:08:52:01,00:08:54:15,12769,12831,0,-1,3
11,00:08:23:38,00:08:33:32,30188,30782,00:09:23:07,00:09:33:04,16897,17194,00:09:22:18,00:09:32:16,13506,13744,0,-1,3
11,00:10:00:18,00:10:01:31,35983,36055,00:10:59:25,00:11:01:01,19795,19831,00:10:59:09,00:11:00:14,15825,15854,1,-1,1
11,00:10:14:43,00:10:16:29,36847,36953,00:11:14:06,00:11:15:29,20226,20279,00:11:13:18,00:11:15:13,16170,16213,1,-1,1
11,00:11:24:09,00:11:30:12,41009,41371,00:12:23:17,00:12:29:18,22307,22488,00:12:23:04,00:12:29:05,17836,17981,1,-1,9
11,00:11:40:17,00:11:50:40,41976,42598,00:12:39:21,00:12:50:02,22791,23102,00:12:39:07,00:12:49:16,18223,18472,1,-1,9
11,00:12:04:19,00:12:19:09,43416,44305,00:13:03:20,00:13:18:15,23510,23955,00:13:03:07,00:13:18:03,18799,19155,0,-1,9
11,00:12:21:53,00:12:32:40,44469,45115,00:13:21:07,00:13:32:00,24037,24360,00:13:20:20,00:13:31:15,19220,19479,1,-1,9
11,00:05:56:04,00:06:17:42,21343,22640,00:06:55:25,00:07:17:14,12475,13124,00:06:55:07,00:07:16:22,9967,10486,0,-1,3
11,00:07:54:13,00:07:55:57,28425,28529,00:08:53:26,00:08:55:18,16016,16068,00:08:53:09,00:08:55:02,12801,12842,0,-1,3
11,00:08:25:04,00:08:34:44,30274,30854,00:09:24:20,00:09:34:10,16940,17230,00:09:24:04,00:09:33:20,13540,13772,0,-1,3
11,00:05:40:14,00:05:48:47,20394,20907,00:06:40:01,00:06:48:17,12001,12257,00:06:39:11,00:06:48:00,9587,9792,2,-1,3
11,00:05:53:18,00:06:20:00,21177,22778,00:06:53:02,00:07:19:23,12392,13193,00:06:52:12,00:07:19:05,9900,10541,1,-1,3
11,00:06:26:45,00:06:30:33,23182,23410,00:07:26:15,00:07:30:09,13395,13509,00:07:25:23,00:07:29:18,10703,10794,1,-1,3
11,00:09:27:35,00:09:38:44,34022,34690,00:10:27:04,00:10:38:08,18814,19148,00:10:26:16,00:10:37:19,15040,15307,5,-1,4
11,00:06:26:45,00:06:30:33,23182,23410,00:07:26:15,00:07:30:09,13395,13509,00:07:25:23,00:07:29:18,10703,10794,2,-1,8
12,00:03:27:19,00:03:35:29,12427,12917,00:04:58:12,00:05:06:17,8952,9197,00:04:57:13,00:05:05:17,7141,7337,0,-1,2
12,00:03:45:16,00:03:49:28,13503,13755,00:05:16:09,00:05:20:15,9489,9615,00:05:15:12,00:05:19:16,7572,7672,0,-1,2
12,00:04:32:06,00:04:36:32,16310,16576,00:06:03:03,00:06:07:16,10893,11026,00:06:02:06,00:06:06:17,8694,8801,0,-1,2
12,00:04:38:46,00:04:44:44,16710,17067,00:06:09:23,00:06:15:21,11093,11271,00:06:08:22,00:06:14:21,8854,8997,0,-1,2
12,00:04:52:32,00:04:56:26,17535,17769,00:06:23:15,00:06:27:12,11505,11622,00:06:22:16,00:06:26:14,9184,9278,0,-1,2
12,00:05:29:34,00:05:35:02,19755,20082,00:07:00:15,00:07:05:29,12615,12779,00:06:59:16,00:07:05:03,10072,10203,0,-1,2
12,00:06:52:27,00:07:04:26,24723,25441,00:08:23:08,00:08:35:07,15098,15457,00:08:22:11,00:08:34:10,12059,12346,0,-1,3
12,00:07:12:38,00:07:54:20,25933,28432,00:08:43:13,00:09:25:02,15703,16952,00:08:42:14,00:09:24:06,12542,13542,0,-1,3
12,00:07:58:56,00:08:13:00,28708,29551,00:09:29:20,00:09:43:22,17090,17512,00:09:28:20,00:09:42:22,13652,13990,0,-1,3
12,00:08:17:08,00:08:23:33,29799,30183,00:09:47:26,00:09:54:08,17636,17828,00:09:47:01,00:09:53:10,14089,14242,0,-1,3
12,00:10:58:33,00:11:17:58,39474,40638,00:12:29:03,00:12:48:14,22473,23054,00:12:28:06,00:12:47:15,17958,18423,1,-1,9
12,00:11:26:45,00:11:39:36,41164,41935,00:12:57:07,00:13:10:03,23317,23703,00:12:56:09,00:13:09:06,18633,18942,1,-1,9
12,00:11:48:07,00:11:59:28,42445,43125,00:13:18:18,00:13:29:28,23958,24298,00:13:17:18,00:13:29:02,19146,19418,1,-1,9
12,00:12:09:44,00:12:25:21,43741,44677,00:13:40:05,00:13:55:23,24605,25073,00:13:39:08,00:13:54:22,19664,20038,1,-1,9
12,00:13:09:45,00:13:14:55,47338,47648,00:14:40:03,00:14:45:08,26403,26558,00:14:39:07,00:14:44:10,21103,21226,2,-1,8
12,00:14:00:41,00:14:07:21,50391,50791,00:15:31:00,00:15:37:20,27930,28130,00:15:30:03,00:15:36:19,22323,22483,0,-1,11
12,00:03:30:09,00:03:35:25,12597,12913,00:05:01:07,00:05:06:15,9037,9195,00:05:00:09,00:05:05:16,7209,7336,0,-1,2
12,00:03:46:44,00:03:49:48,13591,13775,00:05:17:23,00:05:20:25,9533,9625,00:05:16:23,00:05:20:00,7607,7680,0,-1,2
12,00:04:34:32,00:04:36:48,16456,16592,00:06:05:16,00:06:07:24,10966,11034,00:06:04:17,00:06:06:23,8753,8807,0,-1,2
12,00:04:42:45,00:04:45:42,16949,17125,00:06:13:22,00:06:16:20,11212,11300,00:06:12:22,00:06:15:20,8950,9020,0,-1,2
12,00:09:12:35,00:09:26:51,33122,33978,00:10:43:07,00:10:57:15,19297,19725,00:10:42:10,00:10:56:16,15418,15760,5,-1,4
12,00:12:35:47,00:13:07:37,45302,47210,00:14:06:06,00:14:38:00,25386,26340,00:14:05:09,00:14:37:03,20289,21051,5,-1,4
12,00:13:07:45,00:14:11:03,47218,51012,00:14:38:03,00:15:41:11,26343,28241,00:14:37:07,00:15:40:12,21055,22572,2,-1,8
13,00:02:27:49,00:02:29:39,8861,8971,00:03:42:15,00:03:44:10,6675,6730,00:03:41:12,00:03:43:08,5316,5360,0,-1,2
13,00:02:48:33,00:02:51:29,10103,10279,00:04:03:07,00:04:06:05,7297,7385,00:04:02:05,00:04:05:04,5813,5884,0,-1,2
13,00:03:08:23,00:03:25:36,11292,12324,00:04:23:01,00:04:40:08,7891,8408,00:04:22:01,00:04:39:07,6289,6703,2,-1,3
13,00:04:36:15,00:05:22:44,16559,19345,00:05:50:27,00:06:37:12,10527,11922,00:05:49:22,00:06:36:09,8398,9513,0,-1,2
13,00:05:43:32,00:05:54:48,20592,21267,00:06:58:06,00:07:09:13,12546,12883,00:06:57:04,00:07:08:10,10012,10282,2,-1,0
13,00:06:04:45,00:06:06:19,21864,21958,00:07:19:12,00:07:20:29,13182,13229,00:07:18:09,00:07:19:23,10521,10559,2,-1,3
13,00:06:55:52,00:07:01:05,24928,25240,00:08:10:16,00:08:15:22,14716,14872,00:08:09:12,00:08:14:17,11748,11873,5,-1,5
13,00:07:12:46,00:07:25:56,25941,26730,00:08:27:12,00:08:40:17,15222,15617,00:08:26:09,00:08:39:13,12153,12469,3,-1,1
13,00:07:12:46,00:07:25:56,25941,26730,00:08:27:12,00:08:40:17,15222,15617,00:08:26:09,00:08:39:13,12153,12469,1,-1,1
13,00:10:14:11,00:10:34:45,36815,38047,00:11:28:24,00:11:49:11,20664,21281,00:11:27:18,00:11:48:08,16506,17000,1,-1,8
13,00:10:35:45,00:11:15:44,38107,40504,00:11:50:11,00:12:30:11,21311,22511,00:11:49:08,00:12:29:07,17024,17983,6,-1,8
13,00:10:14:11,00:10:14:13,36815,36817,00:11:28:24,00:11:28:25,20664,20665,00:11:27:18,00:11:27:19,16506,16507,4,-1,11
14,00:06:12:04,00:06:13:48,22302,22406,00:06:29:13,00:06:31:05,11683,11735,00:06:29:07,00:06:31:00,9343,9384,0,-1,3
14,00:06:34:36,00:06:35:57,23653,23734,00:06:52:01,00:06:53:12,12361,12402,00:06:51:21,00:06:53:05,9885,9917,0,-1,3
14,00:08:05:52,00:08:10:39,29123,29410,00:08:23:14,00:08:28:08,15104,15248,00:08:23:08,00:08:28:03,12080,12195,1,-1,9
14,00:08:39:33,00:08:46:38,31142,31567,00:08:57:06,00:09:04:09,16116,16329,00:08:57:02,00:09:04:04,12890,13060,1,-1,9
14,00:08:56:36,00:09:05:28,32164,32696,00:09:14:08,00:09:23:05,16628,16895,00:09:14:04,00:09:23:01,13300,13513,2,-1,8
15,00:01:59:54,00:02:09:09,7187,7742,00:03:21:10,00:03:30:18,6040,6318,00:03:20:21,00:03:30:03,4821,5043,0,-1,2
15,00:03:27:12,00:03:32:47,12420,12755,00:04:48:19,00:04:54:07,8659,8827,00:04:48:05,00:04:53:20,6917,7052,0,-1,2
15,00:03:38:43,00:03:44:43,13110,13470,00:05:00:04,00:05:06:04,9004,9184,00:04:59:18,00:05:05:18,7194,7338,0,-1,2
15,00:05:48:50,00:05:53:11,20910,21170,00:07:10:08,00:07:14:18,12908,13038,00:07:09:23,00:07:14:07,10319,10423,0,-1,3
15,00:06:00:48,00:06:10:16,21627,22194,00:07:22:07,00:07:31:21,13267,13551,00:07:21:22,00:07:31:09,10606,10833,0,-1,3
15,00:09:33:13,00:09:44:45,34359,35050,00:10:54:20,00:11:06:06,19640,19986,00:10:54:11,00:11:06:00,15707,15984,0,-1,1
15,00:01:51:16,00:01:55:02,6670,6896,00:03:12:21,00:03:16:14,5781,5894,00:03:12:06,00:03:16:00,4614,4704,0,-1,2
15,00:03:25:42,00:03:31:47,12330,12695,00:04:47:04,00:04:53:07,8614,8797,00:04:46:17,00:04:52:20,6881,7028,0,-1,2
15,00:03:36:07,00:03:43:49,12955,13416,00:04:57:16,00:05:05:07,8926,9157,00:04:57:04,00:05:04:20,7132,7316,0,-1,2
15,00:05:15:38,00:05:19:06,18920,19127,00:06:37:02,00:06:40:16,11912,12016,00:06:36:18,00:06:40:05,9522,9605,0,-1,0
15,00:05:43:07,00:05:52:25,20567,21124,00:07:04:16,00:07:13:25,12736,13015,00:07:04:05,00:07:13:13,10181,10405,0,-1,3
15,00:05:57:38,00:06:04:35,21437,21854,00:07:19:02,00:07:26:01,13172,13381,00:07:18:18,00:07:25:17,10530,10697,0,-1,3
15,00:06:07:05,00:06:18:53,22004,22711,00:07:28:16,00:07:40:10,13456,13810,00:07:28:05,00:07:40:00,10757,11040,0,-1,3
15,00:09:32:39,00:09:40:41,34325,34807,00:10:54:03,00:11:02:04,19623,19864,00:10:53:22,00:11:01:23,15694,15887,3,-1,9
15,00:01:59:16,00:02:10:45,7149,7838,00:03:20:21,00:03:32:06,6021,6366,00:03:20:06,00:03:31:18,4806,5082,2,-1,0
15,00:02:39:46,00:03:01:12,9577,10862,00:04:01:06,00:04:22:19,7236,7879,00:04:00:18,00:04:22:05,5778,6293,2,-1,0
15,00:04:03:16,00:04:13:02,14582,15167,00:05:24:21,00:05:34:14,9741,10034,00:05:24:07,00:05:34:02,7783,8018,2,-1,5
15,00:04:18:45,00:04:28:09,15510,16073,00:05:40:05,00:05:49:17,10205,10487,00:05:39:19,00:05:49:05,8155,8381,2,-1,1
15,00:04:31:39,00:04:39:16,16283,16740,00:05:53:02,00:06:00:21,10592,10821,00:05:52:17,00:06:00:08,8465,8648,2,-1,1
15,00:04:42:53,00:04:48:18,16957,17281,00:06:04:10,00:06:09:22,10930,11092,00:06:03:23,00:06:09:09,8735,8865,2,-1,1
15,00:04:51:25,00:04:56:37,17468,17780,00:06:12:26,00:06:18:02,11186,11342,00:06:12:12,00:06:17:17,8940,9065,2,-1,1
15,00:05:22:48,00:05:38:25,19349,20285,00:06:44:07,00:06:59:26,12127,12596,00:06:43:21,00:06:59:13,9693,10069,1,-1,3
15,00:05:40:33,00:06:19:35,20413,22753,00:07:02:00,00:07:41:01,12660,13831,00:07:01:16,00:07:40:17,10120,11057,1,-1,3
15,00:07:40:35,00:07:55:10,27608,28482,00:09:02:01,00:09:16:18,16261,16698,00:09:01:18,00:09:16:09,13002,13353,1,-1,9
15,00:08:04:56,00:08:16:39,29067,29770,00:09:26:11,00:09:38:03,16991,17343,00:09:26:03,00:09:37:21,13587,13869,2,-1,8
15,00:08:16:57,00:08:26:43,29788,30373,00:09:38:12,00:09:48:05,17352,17645,00:09:38:04,00:09:47:22,13876,14110,2,-1,11
15,00:08:27:07,00:08:39:18,30397,31127,00:09:48:17,00:10:00:22,17657,18022,00:09:48:08,00:10:00:12,14120,14412,2,-1,8
15,00:08:27:07,00:08:39:18,30397,31127,00:09:48:17,00:10:00:22,17657,18022,00:09:48:08,00:10:00:12,14120,14412,1,-1,8
15,00:08:27:07,00:08:39:18,30397,31127,00:09:48:17,00:10:00:22,17657,18022,00:09:48:08,00:10:00:12,14120,14412,1,-1,8
15,00:08:27:07,00:08:39:18,30397,31127,00:09:48:17,00:10:00:22,17657,18022,00:09:48:08,00:10:00:12,14120,14412,3,-1,8
15,00:09:50:01,00:09:52:40,35366,35525,00:11:11:14,00:11:14:03,20144,20223,00:11:11:06,00:11:13:22,16110,16174,1,-1,9
16,00:06:17:05,00:06:21:59,22603,22897,00:08:11:07,00:08:16:04,14737,14884,00:08:10:17,00:08:15:15,11777,11895,0,-1,2
16,00:06:23:55,00:06:29:04,23013,23321,00:08:18:02,00:08:23:06,14942,15096,00:08:17:13,00:08:22:17,11941,12065,0,-1,2
16,00:06:39:45,00:06:43:30,23962,24186,00:08:33:27,00:08:37:19,15417,15529,00:08:33:10,00:08:37:03,12322,12411,0,-1,2
16,00:08:48:06,00:08:57:11,31655,32199,00:10:42:08,00:10:51:10,19268,19540,00:10:41:20,00:10:50:22,15404,15622,0,-1,3
16,00:10:27:09,00:10:32:55,37592,37938,00:12:21:09,00:12:27:02,22239,22412,00:12:20:23,00:12:26:18,17783,17922,0,-1,3
16,00:10:52:00,00:10:57:49,39081,39430,00:12:46:04,00:12:51:29,22984,23159,00:12:45:20,00:12:51:16,18380,18520,0,-1,3
16,00:13:42:44,00:13:57:19,49315,50189,00:15:36:26,00:15:51:13,28106,28543,00:15:36:17,00:15:51:07,22481,22831,1,-1,9
16,00:14:09:06,00:14:23:04,50896,51733,00:16:03:07,00:16:17:06,28897,29316,00:16:03:02,00:16:17:02,23114,23450,1,-1,9
16,00:14:55:52,00:15:15:00,53699,54846,00:16:50:00,00:17:09:04,30300,30874,00:16:49:21,00:17:09:01,24237,24697,1,-1,9
16,00:15:48:39,00:15:57:51,56863,57414,00:17:42:23,00:17:51:29,31883,32159,00:17:42:17,00:17:51:22,25505,25726,0,-1,9
16,00:16:11:47,00:16:23:39,58249,58961,00:18:05:27,00:18:17:23,32577,32933,00:18:05:21,00:18:17:18,26061,26346,0,-1,9
16,00:06:25:18,00:06:30:58,23095,23435,00:08:19:13,00:08:25:03,14983,15153,00:08:18:22,00:08:24:14,11974,12110,0,-1,2
16,00:08:26:36,00:08:29:56,30366,30566,00:10:20:23,00:10:24:03,18623,18723,00:10:20:08,00:10:23:16,14888,14968,0,-1,3
16,00:08:30:54,00:08:33:00,30624,30750,00:10:25:02,00:10:27:05,18752,18815,00:10:24:15,00:10:26:18,14991,15042,0,-1,3
16,00:10:06:43,00:10:10:15,36367,36579,00:12:00:26,00:12:04:12,21626,21732,00:12:00:12,00:12:04:01,17292,17377,0,-1,3
16,00:16:11:07,00:16:27:50,58209,59211,00:18:05:07,00:18:21:28,32557,33058,00:18:05:05,00:18:21:22,26045,26446,4,-1,9
16,00:03:27:57,00:03:40:29,12465,13216,00:05:22:03,00:05:34:19,9663,10039,00:05:21:11,00:05:34:00,7715,8016,5,-1,2
16,00:03:32:50,00:03:45:43,12758,13530,00:05:27:00,00:05:39:26,9810,10196,00:05:26:08,00:05:39:05,7832,8141,5,-1,10
16,00:03:47:31,00:03:52:24,13638,13931,00:05:41:20,00:05:46:17,10250,10397,00:05:41:01,00:05:45:22,8185,8302,5,-1,2
16,00:04:27:45,00:04:41:25,16049,16869,00:06:21:27,00:06:35:17,11457,11867,00:06:21:07,00:06:34:23,9151,9479,2,-1,3
16,00:07:38:06,00:07:48:13,27459,28065,00:09:32:07,00:09:42:10,17167,17470,00:09:31:19,00:09:41:22,13723,13966,2,-1,5
16,00:07:58:44,00:08:05:07,28696,29078,00:09:52:26,00:09:59:07,17786,17977,00:09:52:11,00:09:58:19,14219,14371,2,-1,1
16,00:08:26:44,00:08:33:04,30374,30754,00:10:20:27,00:10:27:07,18627,18817,00:10:20:11,00:10:26:19,14891,15043,3,-1,3
16,00:08:33:18,00:08:38:05,30768,31054,00:10:27:14,00:10:32:07,18824,18967,00:10:27:01,00:10:31:19,15049,15163,2,-1,1
16,00:10:02:57,00:10:11:03,36141,36627,00:11:57:03,00:12:05:06,21513,21756,00:11:56:18,00:12:04:20,17202,17396,2,-1,1
16,00:10:34:38,00:10:37:25,38040,38207,00:12:28:23,00:12:31:17,22463,22547,00:12:28:11,00:12:31:06,17963,18030,2,-1,1
16,00:11:37:23,00:12:10:51,41802,43808,00:13:31:16,00:14:05:00,24346,25350,00:13:31:06,00:14:04:18,19470,20274,2,-1,8
16,00:12:11:17,00:12:43:42,43834,45777,00:14:05:13,00:14:37:25,25363,26335,00:14:05:04,00:14:37:15,20284,21063,3,-1,9
16,00:14:25:24,00:14:29:13,51873,52101,00:16:19:16,00:16:23:10,29386,29500,00:16:19:10,00:16:23:05,23506,23597,5,-1,9
17,00:02:02:57,00:02:17:50,7370,8262,00:03:31:15,00:03:46:13,6345,6793,00:03:30:13,00:03:45:10,5053,5410,3,-1,6
17,00:04:58:31,00:05:07:28,17894,18430,00:06:27:10,00:06:36:08,11620,11888,00:06:26:04,00:06:35:02,9268,9482,0,-1,3
17,00:05:51:20,00:05:53:16,21059,21175,00:07:20:06,00:07:22:04,13206,13264,00:07:18:23,00:07:20:22,10535,10582,0,-1,3
17,00:06:29:56,00:06:50:01,23373,24577,00:07:58:25,00:08:18:29,14365,14969,00:07:57:14,00:08:17:16,11462,11944,0,-1,3
17,00:06:52:07,00:06:54:03,24703,24819,00:08:21:02,00:08:23:00,15032,15090,00:08:19:19,00:08:21:17,11995,12041,0,-1,3
17,00:12:10:05,00:12:14:43,43762,44040,00:13:39:12,00:13:44:01,24582,24721,00:13:37:19,00:13:42:10,19627,19738,1,-1,9
17,00:12:47:23,00:12:51:38,45998,46252,00:14:16:23,00:14:21:00,25703,25830,00:14:15:02,00:14:19:08,20522,20624,1,-1,9
17,00:13:07:40,00:13:14:49,47213,47642,00:14:37:01,00:14:44:06,26311,26526,00:14:35:09,00:14:42:13,21009,21181,1,-1,9
17,00:13:45:14,00:13:54:45,49465,50036,00:15:14:20,00:15:24:06,27440,27726,00:15:12:23,00:15:22:11,21911,22139,1,-1,9
17,00:05:06:32,00:05:11:15,18374,18657,00:06:35:10,00:06:40:02,11860,12002,00:06:34:04,00:06:38:21,9460,9573,0,-1,3
17,00:11:16:47,00:12:14:45,40567,44042,00:12:46:01,00:13:44:02,22981,24722,00:12:44:11,00:13:42:11,18347,19739,7,-1,9
17,00:12:17:21,00:12:51:38,44197,46252,00:13:46:20,00:14:21:00,24800,25830,00:13:45:01,00:14:19:08,19801,20624,7,-1,9
17,00:12:54:28,00:13:14:55,46422,47648,00:14:23:25,00:14:44:09,25915,26529,00:14:22:04,00:14:42:15,20692,21183,7,-1,9
17,00:13:17:25,00:13:54:45,47798,50036,00:14:46:25,00:15:24:06,26605,27726,00:14:45:03,00:15:22:11,21243,22139,7,-1,9
17,00:13:17:25,00:13:54:45,47798,50036,00:14:46:25,00:15:24:06,26605,27726,00:14:45:03,00:15:22:11,21243,22139,4,-1,9
17,00:03:07:40,00:03:42:07,11249,13314,00:04:36:10,00:05:10:24,8290,9324,00:04:35:07,00:05:09:17,6607,7433,2,-1,2
17,00:03:47:28,00:03:55:51,13635,14137,00:05:16:05,00:05:24:16,9485,9736,00:05:15:02,00:05:23:11,7562,7763,1,-1,0
17,00:03:56:28,00:04:50:16,14174,17399,00:05:25:06,00:06:19:01,9756,11371,00:05:24:02,00:06:17:22,7778,9070,1,-1,2
17,00:06:22:42,00:06:27:17,22940,23214,00:07:51:18,00:07:56:05,14148,14285,00:07:50:08,00:07:54:22,11288,11398,2,-1,11
17,00:06:22:42,00:06:27:17,22940,23214,00:07:51:18,00:07:56:05,14148,14285,00:07:50:08,00:07:54:22,11288,11398,1,-1,11
17,00:06:29:32,00:06:42:16,23349,24112,00:07:58:13,00:08:11:05,14353,14735,00:07:57:04,00:08:09:22,11452,11758,3,-1,3
17,00:06:58:38,00:07:18:41,25093,26295,00:08:27:17,00:08:47:19,15227,15829,00:08:26:06,00:08:46:08,12150,12632,5,-1,4
17,00:10:34:53,00:11:05:37,38055,39898,00:12:04:03,00:12:34:26,21723,22646,00:12:02:14,00:12:33:08,17342,18080,2,-1,8
18,00:03:51:14,00:03:55:22,13860,14108,00:05:01:06,00:05:05:10,9036,9160,00:05:00:07,00:05:04:10,7207,7306,0,-1,2
18,00:03:59:18,00:04:06:39,14344,14785,00:05:09:08,00:05:16:19,9278,9499,00:05:08:08,00:05:15:17,7400,7577,0,-1,2
18,00:04:48:26,00:05:24:15,17289,19436,00:05:58:13,00:06:34:09,10753,11829,00:05:57:12,00:06:33:07,8580,9439,0,-1,2
18,00:06:09:12,00:06:20:16,22130,22793,00:07:19:08,00:07:30:10,13178,13510,00:07:18:06,00:07:29:08,10518,10784,0,-1,2
18,00:06:21:32,00:06:28:51,22869,23308,00:07:31:18,00:07:38:28,13548,13768,00:07:30:14,00:07:37:22,10814,10990,0,-1,2
18,00:08:12:12,00:08:28:30,29503,30480,00:09:22:11,00:09:38:21,16871,17361,00:09:21:07,00:09:37:14,13471,13862,0,-1,3
18,00:08:43:22,00:08:45:13,31371,31482,00:09:53:17,00:09:55:13,17807,17863,00:09:52:10,00:09:54:07,14218,14263,0,-1,3
18,00:08:53:12,00:08:57:19,31960,32207,00:10:03:12,00:10:07:16,18102,18226,00:10:02:06,00:10:06:09,14454,14553,0,-1,3
18,00:09:04:08,00:09:24:05,32615,33811,00:10:14:10,00:10:34:09,18430,19029,00:10:13:04,00:10:33:03,14716,15195,0,-1,3
