subject_id,str_GoPro_ts,end_GoPro_ts,str_GoPro_frame,end_GoPro_frame,str_SMI_w_ts,end_SMI_w_ts,str_SMI_w_frame,end_SMI_w_frame,str_SMI_wo_ts,end_SMI_wo_ts,str_SMI_wo_frame,end_SMI_wo_frame,action_label
6,00:00:08:28,00:00:10:10,508,610,00:04:22:18,00:04:24:09,7878,7929,00:04:21:15,00:04:23:08,6279,6320,10
6,00:00:10:36,00:00:11:52,636,712,00:04:24:22,00:04:26:00,7942,7980,00:04:23:18,00:04:25:01,6330,6361,6
6,00:00:10:38,00:00:11:54,638,714,00:04:24:23,00:04:26:01,7943,7981,00:04:23:19,00:04:25:01,6331,6361,5
6,00:00:12:06,00:00:29:25,726,1764,00:04:26:07,00:04:43:17,7987,8507,00:04:25:06,00:04:42:15,6366,6783,10
6,00:00:30:21,00:00:41:03,1820,2461,00:04:44:15,00:04:55:06,8535,8856,00:04:43:13,00:04:54:06,6805,7062,6
6,00:00:48:21,00:00:49:45,2899,2983,00:05:02:15,00:05:03:27,9075,9117,00:05:01:13,00:05:02:23,7237,7271,0
6,00:00:50:05,00:00:56:45,3003,3402,00:05:04:07,00:05:10:27,9127,9327,00:05:03:07,00:05:09:23,7279,7439,0
6,00:00:59:23,00:01:49:04,3560,6538,00:05:13:16,00:06:03:07,9406,10897,00:05:12:14,00:06:02:08,7502,8696,2
6,00:01:37:22,00:01:46:58,5837,6412,00:05:51:16,00:06:01:04,10546,10834,00:05:50:15,00:06:00:06,8415,8646,0
6,00:01:50:16,00:02:01:06,6610,7259,00:06:04:13,00:06:15:08,10933,11258,00:06:03:13,00:06:14:09,8725,8985,0
6,00:02:04:48,00:02:46:27,7481,9978,00:06:18:29,00:07:00:18,11369,12618,00:06:18:02,00:06:59:19,9074,10075,2
6,00:02:27:59,00:02:46:19,8871,9970,00:06:42:04,00:07:00:14,12064,12614,00:06:41:08,00:06:59:16,9632,10072,0
6,00:02:49:49,00:02:53:59,10179,10429,00:07:03:29,00:07:08:04,12719,12844,00:07:03:04,00:07:07:08,10156,10256,3
6,00:02:59:22,00:03:07:55,10752,11264,00:07:13:16,00:07:22:02,13006,13262,00:07:12:18,00:07:21:07,10386,10591,3
6,00:03:09:49,00:03:14:48,11378,11677,00:07:23:29,00:07:28:29,13319,13469,00:07:23:05,00:07:28:05,10637,10757,3
6,00:03:18:30,00:03:27:00,11899,12408,00:07:32:20,00:07:41:05,13580,13835,00:07:31:22,00:07:40:10,10846,11050,3
6,00:03:29:22,00:04:01:48,12550,14494,00:07:43:16,00:08:15:29,13906,14879,00:07:42:19,00:08:15:06,11107,11886,8
6,00:04:08:59,00:04:34:59,14925,16483,00:08:23:05,00:08:49:05,15095,15875,00:08:22:11,00:08:48:11,12059,12683,9
6,00:04:11:32,00:04:20:03,15077,15588,00:08:25:21,00:08:34:07,15171,15427,00:08:25:00,00:08:33:13,12120,12325,5
6,00:04:38:39,00:04:52:13,16703,17516,00:08:52:25,00:09:06:11,15985,16391,00:08:52:04,00:09:05:17,12772,13097,9
6,00:04:59:12,00:05:04:33,17935,18255,00:09:13:11,00:09:18:21,16601,16761,00:09:12:18,00:09:18:02,13266,13394,1
6,00:05:06:26,00:05:12:36,18368,18738,00:09:20:18,00:09:26:23,16818,17003,00:09:19:23,00:09:26:04,13439,13588,9
6,00:05:14:34,00:05:19:34,18856,19155,00:09:28:22,00:09:33:22,17062,17212,00:09:28:03,00:09:33:03,13635,13755,1
6,00:05:29:24,00:05:43:32,19745,20592,00:09:43:17,00:09:57:21,17507,17931,00:09:42:23,00:09:57:03,13991,14331,9
6,00:05:46:09,00:05:52:06,20749,21105,00:10:00:10,00:10:06:08,18010,18188,00:09:59:18,00:10:05:16,14394,14536,1
6,00:05:55:00,00:06:12:27,21279,22325,00:10:09:05,00:10:26:19,18275,18799,00:10:08:14,00:10:26:02,14606,15026,9
6,00:06:14:59,00:06:19:11,22477,22729,00:10:29:05,00:10:33:11,18875,19001,00:10:28:15,00:10:32:19,15087,15187,1
6,00:06:22:08,00:06:37:10,22906,23807,00:10:36:10,00:10:51:11,19090,19541,00:10:35:19,00:10:50:20,15259,15620,9
6,00:06:41:33,00:06:51:02,24069,24638,00:10:55:22,00:11:05:07,19672,19957,00:10:55:05,00:11:04:17,15725,15953,9
6,00:06:55:40,00:06:58:23,24916,25078,00:11:09:26,00:11:12:17,20096,20177,00:11:09:08,00:11:12:01,16064,16129,9
6,00:07:04:24,00:07:24:36,25439,26650,00:11:18:18,00:11:38:23,20358,20963,00:11:18:02,00:11:38:07,16274,16759,9
7,00:00:08:53,00:00:28:24,533,1703,00:01:40:04,00:01:59:19,3004,3589,00:01:39:09,00:01:58:21,2385,2853,4
7,00:00:30:00,00:01:01:07,1799,3664,00:02:01:07,00:02:32:10,3637,4570,00:02:00:12,00:02:31:14,2892,3638,7
7,00:01:01:09,00:01:21:49,3666,4905,00:02:32:11,00:02:53:01,4571,5191,00:02:31:14,00:02:52:07,3638,4135,6
7,00:01:22:59,00:01:37:43,4975,5858,00:02:54:06,00:03:08:28,5226,5668,00:02:53:10,00:03:08:04,4162,4516,0
7,00:01:38:35,00:01:55:32,5910,6926,00:03:09:24,00:03:26:22,5694,6202,00:03:09:00,00:03:25:23,4536,4943,0
7,00:01:58:00,00:02:11:27,7073,7880,00:03:29:06,00:03:42:20,6276,6680,00:03:28:10,00:03:41:21,5002,5325,10
7,00:02:15:54,00:03:16:28,8146,11777,00:03:47:03,00:04:47:20,6813,8630,00:03:46:07,00:04:46:20,5431,6884,2
7,00:03:20:45,00:03:27:42,12034,12450,00:04:51:29,00:04:58:27,8759,8967,00:04:51:03,00:04:58:01,6987,7153,3
7,00:03:30:07,00:04:28:05,12595,16069,00:05:01:10,00:05:59:08,9040,10778,00:05:00:12,00:05:58:10,7212,8602,2
7,00:04:29:51,00:04:32:44,16175,16348,00:06:01:01,00:06:03:28,10831,10918,00:06:00:04,00:06:03:01,8644,8713,3
7,00:04:39:52,00:04:49:52,16776,17375,00:06:11:02,00:06:21:01,11132,11431,00:06:10:04,00:06:20:04,8884,9124,3
7,00:04:56:39,00:05:00:28,17782,18011,00:06:27:25,00:06:31:20,11635,11750,00:06:26:23,00:06:30:19,9287,9379,3
7,00:05:05:43,00:05:17:28,18325,19029,00:06:36:27,00:06:48:20,11907,12260,00:06:36:00,00:06:47:18,9504,9786,3
7,00:05:21:24,00:05:43:33,19265,20593,00:06:52:17,00:07:14:22,12377,13042,00:06:51:16,00:07:13:20,9880,10412,3
7,00:05:44:32,00:05:49:54,20652,20974,00:07:15:22,00:07:21:03,13072,13233,00:07:14:20,00:07:20:04,10436,10564,10
7,00:05:52:49,00:05:57:30,21148,21429,00:07:23:29,00:07:28:20,13319,13460,00:07:23:02,00:07:27:18,10634,10746,9
7,00:06:00:54,00:06:02:20,21633,21719,00:07:32:02,00:07:33:15,13562,13605,00:07:31:04,00:07:32:14,10828,10862,5
7,00:06:03:29,00:06:23:44,21788,23002,00:07:34:20,00:07:54:28,13640,14248,00:07:33:18,00:07:54:00,10890,11376,8
7,00:06:24:15,00:06:46:24,23032,24360,00:07:55:13,00:08:17:17,14263,14927,00:07:54:12,00:08:16:15,11388,11919,11
7,00:06:47:12,00:06:57:38,24408,25034,00:08:18:11,00:08:28:25,14951,15265,00:08:17:10,00:08:27:21,11938,12189,8
7,00:07:00:19,00:07:05:25,25194,25500,00:08:31:15,00:08:36:17,15345,15497,00:08:30:13,00:08:35:15,12253,12375,5
7,00:07:08:20,00:07:12:16,25675,25911,00:08:39:15,00:08:43:13,15585,15703,00:08:38:13,00:08:42:12,12445,12540,9
7,00:07:17:36,00:07:21:30,26230,26464,00:08:48:23,00:08:52:20,15863,15980,00:08:47:20,00:08:51:17,12668,12761,9
7,00:07:25:27,00:07:27:59,26701,26853,00:08:56:19,00:08:59:05,16099,16175,00:08:55:16,00:08:58:05,12856,12917,10
7,00:07:30:11,00:07:32:18,26985,27111,00:09:01:11,00:09:03:14,16241,16304,00:09:00:09,00:09:02:12,12969,13020,1
7,00:07:36:25,00:07:38:45,27358,27498,00:09:07:17,00:09:09:27,16427,16497,00:09:06:15,00:09:08:23,13119,13175,1
7,00:07:42:58,00:07:45:42,27751,27915,00:09:14:04,00:09:16:26,16624,16706,00:09:13:04,00:09:15:22,13276,13342,1
7,00:07:50:03,00:07:53:22,28175,28374,00:09:21:06,00:09:24:16,16836,16936,00:09:20:06,00:09:23:13,13446,13525,1
7,00:07:59:00,00:08:07:02,28712,29193,00:09:30:05,00:09:38:06,17105,17346,00:09:29:04,00:09:37:05,13660,13853,9
7,00:08:09:06,00:08:16:47,29317,29778,00:09:40:08,00:09:47:28,17408,17638,00:09:39:07,00:09:46:23,13903,14087,9
8,00:00:10:13,00:00:17:15,613,1034,00:01:08:17,00:01:15:18,2057,2268,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:00:21:13,00:00:24:51,1272,1490,00:01:19:17,00:01:23:06,2387,2496,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,7
8,00:00:25:14,00:00:49:23,1513,2961,00:01:23:18,00:01:47:24,2508,3234,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:00:50:17,00:01:11:43,3015,4299,00:01:48:21,00:02:10:04,3261,3904,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,6
8,00:00:50:19,00:00:57:09,3017,3426,00:01:48:22,00:01:55:17,3262,3467,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:01:17:42,00:01:53:41,4658,6815,00:02:16:04,00:02:52:05,4084,5165,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,10
8,00:01:53:43,00:01:56:06,6817,6960,00:02:52:06,00:02:54:18,5166,5238,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:01:57:51,00:02:13:36,7064,8009,00:02:56:10,00:03:12:04,5290,5764,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:02:13:42,00:02:35:47,8015,9338,00:03:12:07,00:03:34:10,5767,6430,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0
8,00:02:36:01,00:02:59:00,9352,10730,00:03:34:17,00:03:57:18,6437,7128,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0
8,00:02:59:02,00:03:08:16,10732,11285,00:03:57:19,00:04:06:26,7129,7406,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:03:17:23,00:03:49:54,11832,13781,00:04:16:00,00:04:48:17,7680,8657,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2
8,00:03:56:14,00:04:34:12,14160,16436,00:04:54:27,00:05:32:28,8847,9988,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2
8,00:04:35:34,00:04:38:52,16518,16716,00:05:34:09,00:05:37:18,10029,10128,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:04:41:38,00:04:41:55,16882,16899,00:05:40:11,00:05:40:20,10211,10220,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:04:46:28,00:04:46:52,17171,17195,00:05:45:07,00:05:45:19,10357,10369,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:04:47:04,00:05:03:29,17207,18191,00:05:45:25,00:06:02:08,10375,10868,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
8,00:04:47:26,00:04:49:22,17229,17345,00:05:46:06,00:05:48:04,10386,10444,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:05:10:41,00:05:19:01,18623,19122,00:06:09:14,00:06:17:24,11084,11334,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
8,00:05:21:40,00:05:30:46,19281,19827,00:06:20:14,00:06:29:18,11414,11688,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
8,00:05:34:58,00:05:58:27,20078,21486,00:06:33:24,00:06:57:09,11814,12519,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
8,00:06:03:38,00:06:11:32,21797,22270,00:07:02:15,00:07:10:13,12675,12913,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
8,00:06:16:22,00:06:18:58,22560,22716,00:07:15:08,00:07:17:26,13058,13136,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:06:19:14,00:06:44:39,22732,24255,00:07:18:04,00:07:43:17,13144,13907,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,5
8,00:06:19:28,00:06:22:51,22746,22949,00:07:18:11,00:07:21:23,13151,13253,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:06:24:22,00:06:33:23,23039,23580,00:07:23:08,00:07:32:09,13298,13569,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:06:51:12,00:06:54:56,24648,24872,00:07:50:05,00:07:53:27,14105,14217,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
8,00:06:59:56,00:07:07:04,25171,25599,00:07:58:27,00:08:06:01,14367,14581,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
8,00:07:11:13,00:07:18:20,25848,26274,00:08:10:06,00:08:17:09,14706,14919,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
8,00:07:22:29,00:07:31:37,26523,27070,00:08:21:14,00:08:30:19,15044,15319,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
8,00:07:32:55,00:07:39:09,27148,27522,00:08:31:28,00:08:38:05,15358,15545,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:08:00:59,00:08:13:55,28831,29606,00:09:00:01,00:09:13:00,16201,16590,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
8,00:08:17:19,00:08:36:22,29810,30952,00:09:16:12,00:09:35:14,16692,17264,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
8,00:08:38:52,00:09:27:22,31101,34009,00:09:37:29,00:10:26:17,17339,18797,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
8,00:09:30:10,00:09:51:15,34176,35440,00:10:29:11,00:10:50:14,18881,19514,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
8,00:09:55:17,00:10:07:11,35682,36395,00:10:54:15,00:11:06:13,19635,19993,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,11
8,00:10:10:16,00:10:19:38,36580,37141,00:11:09:16,00:11:18:27,20086,20367,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
8,00:10:23:58,00:10:46:37,37401,38759,00:11:23:07,00:11:45:28,20497,21178,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,8
9,00:00:12:21,00:00:14:55,741,895,00:01:39:06,00:01:41:23,2976,3053,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
9,00:00:20:50,00:00:46:01,1249,2759,00:01:47:20,00:02:12:26,3230,3986,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,7
9,00:00:46:07,00:01:21:25,2765,4881,00:02:12:29,00:02:48:08,3989,5048,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,10
9,00:01:30:37,00:01:51:41,5432,6695,00:02:57:14,00:03:18:16,5324,5956,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,6
9,00:01:53:31,00:02:34:25,6805,9256,00:03:20:11,00:04:01:08,6011,7238,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0
9,00:02:35:25,00:03:03:52,9316,11022,00:04:02:08,00:04:30:22,7268,8122,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0
9,00:03:10:39,00:03:54:03,11428,14029,00:04:37:15,00:05:20:27,8325,9627,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2
9,00:04:04:00,00:05:12:40,14626,18742,00:05:30:26,00:06:39:16,9926,11986,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2
9,00:05:21:50,00:05:28:56,19291,19717,00:06:48:21,00:06:55:24,12261,12474,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
9,00:05:33:51,00:05:37:42,20012,20242,00:07:00:22,00:07:04:17,12622,12737,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
9,00:05:40:50,00:05:49:39,20430,20959,00:07:07:21,00:07:16:16,12831,13096,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
9,00:05:53:22,00:06:28:06,21181,23263,00:07:20:07,00:07:54:29,13207,14249,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
9,00:06:32:13,00:06:53:43,23510,24799,00:07:59:03,00:08:20:18,14373,15018,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
9,00:07:01:17,00:07:06:23,25252,25558,00:08:28:05,00:08:33:08,15245,15398,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,8
9,00:07:06:25,00:07:27:27,25560,26821,00:08:33:09,00:08:54:09,15399,16029,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,11
9,00:07:28:01,00:07:50:33,26855,28205,00:08:54:26,00:09:17:12,16046,16722,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,8
9,00:08:01:18,00:08:19:30,28850,29941,00:09:28:05,00:09:46:11,17045,17591,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,5
9,00:08:35:00,00:08:48:58,30870,31707,00:10:01:26,00:10:15:25,18056,18475,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
9,00:09:09:56,00:09:20:36,32964,33603,00:10:36:24,00:10:47:14,19104,19424,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
9,00:09:24:58,00:09:36:12,33865,34538,00:10:51:25,00:11:03:02,19555,19892,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
9,00:09:45:48,00:09:52:44,35113,35529,00:11:12:20,00:11:19:18,20180,20388,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
9,00:09:59:46,00:10:00:34,35951,35999,00:11:26:19,00:11:27:13,20599,20623,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,5
9,00:10:04:50,00:10:34:10,36254,38012,00:11:31:21,00:12:01:01,20751,21631,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
9,00:10:39:06,00:12:04:11,38308,43408,00:12:05:29,00:13:31:02,21779,24332,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
9,00:12:10:23,00:12:45:13,43780,45868,00:13:37:08,00:14:12:03,24518,25563,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
9,00:12:49:53,00:13:51:30,46147,49841,00:14:16:23,00:15:18:12,25703,27552,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
10,00:00:03:28,00:00:12:18,208,738,00:01:14:29,00:01:23:23,2249,2513,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:00:09:32,00:00:10:06,572,606,00:01:21:00,00:01:21:17,2430,2447,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,7
10,00:00:12:38,00:00:26:21,758,1580,00:01:24:03,00:01:37:24,2523,2934,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,7
10,00:00:13:48,00:00:16:24,828,984,00:01:25:08,00:01:27:26,2558,2636,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:00:17:55,00:00:18:47,1074,1126,00:01:29:11,00:01:30:07,2681,2707,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:00:26:49,00:00:32:09,1608,1928,00:01:38:08,00:01:43:18,2948,3108,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:00:32:33,00:01:06:31,1952,3988,00:01:44:00,00:02:17:27,3120,4137,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,10
10,00:01:07:06,00:01:16:54,4022,4610,00:02:18:14,00:02:28:08,4154,4448,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:01:09:42,00:01:23:28,4178,5004,00:02:21:02,00:02:34:24,4232,4644,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,6
10,00:01:18:50,00:01:20:56,4726,4852,00:02:30:05,00:02:32:08,4505,4568,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:01:30:35,00:01:52:39,5430,6753,00:02:41:27,00:03:03:29,4857,5519,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0
10,00:01:30:51,00:01:31:43,5446,5498,00:02:42:05,00:02:43:01,4865,4891,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:01:38:09,00:01:39:23,5884,5958,00:02:49:14,00:02:50:21,5084,5121,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,5
10,00:01:54:27,00:02:18:01,6861,8273,00:03:05:23,00:03:29:08,5573,6278,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,0
10,00:02:18:53,00:02:23:43,8325,8615,00:03:30:04,00:03:34:29,6304,6449,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:02:27:21,00:03:29:16,8833,12544,00:03:38:18,00:04:40:12,6558,8412,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2
10,00:03:34:24,00:04:10:42,12852,15028,00:04:45:16,00:05:21:23,8566,9653,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,2
10,00:04:14:35,00:04:19:37,15260,15562,00:05:25:19,00:05:30:20,9769,9920,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:04:23:37,00:04:33:32,15802,16396,00:05:34:19,00:05:44:16,10039,10336,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,5
10,00:04:36:10,00:04:45:05,16554,17088,00:05:47:05,00:05:56:02,10415,10682,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:04:49:23,00:05:00:34,17346,18017,00:06:00:11,00:06:11:16,10811,11146,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:05:08:05,00:05:20:46,18467,19227,00:06:19:01,00:06:31:21,11371,11751,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:05:24:26,00:05:30:16,19447,19797,00:06:35:11,00:06:41:06,11861,12036,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:05:31:24,00:05:31:40,19865,19881,00:06:42:10,00:06:42:18,12070,12078,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:05:34:33,00:05:46:01,20053,20741,00:06:45:14,00:06:56:27,12164,12507,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:05:48:33,00:05:53:28,20893,21187,00:06:59:13,00:07:04:10,12583,12730,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
10,00:05:54:50,00:05:56:34,21269,21373,00:07:05:21,00:07:07:13,12771,12823,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:06:00:44,00:06:16:19,21623,22557,00:07:11:18,00:07:27:04,12948,13414,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
10,00:06:16:21,00:06:24:14,22559,23031,00:07:27:05,00:07:35:01,13415,13651,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:06:27:12,00:06:43:04,23209,24160,00:07:38:00,00:07:53:26,13740,14216,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:06:43:40,00:06:50:02,24196,24578,00:07:54:14,00:08:00:24,14234,14424,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
10,00:06:51:16,00:06:54:40,24652,24856,00:08:02:01,00:08:05:13,14461,14563,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:07:00:11,00:07:03:57,25186,25412,00:08:10:28,00:08:14:21,14728,14841,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:07:04:01,00:07:07:55,25416,25650,00:08:14:23,00:08:18:20,14843,14960,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,3
10,00:07:08:29,00:07:22:34,25684,26528,00:08:19:07,00:08:33:09,14977,15399,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,1
10,00:07:25:28,00:07:26:08,26702,26742,00:08:36:06,00:08:36:26,15486,15506,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:07:39:11,00:08:17:22,27524,29813,00:08:49:26,00:09:28:00,15896,17040,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,8
10,00:07:58:36,00:08:04:39,28688,29050,00:09:09:08,00:09:15:08,16478,16658,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:08:27:05,00:09:01:17,30395,32445,00:09:37:21,00:10:11:25,17331,18355,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
10,00:08:28:07,00:08:43:32,30457,31381,00:09:38:22,00:09:54:03,17362,17823,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:09:05:53,00:09:17:28,32721,33415,00:10:16:13,00:10:27:29,18493,18839,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
10,00:09:19:48,00:09:22:08,33555,33695,00:10:30:09,00:10:32:19,18909,18979,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,4
10,00:09:29:05,00:09:53:02,34111,35547,00:10:39:17,00:11:03:15,19187,19905,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,9
11,00:00:17:02,00:00:33:50,1021,2029,00:01:17:05,00:01:33:29,2315,2819,00:01:16:11,00:01:33:06,1835,2238,4
11,00:00:36:01,00:00:40:13,2159,2411,00:01:36:04,00:01:40:10,2884,3010,00:01:35:10,00:01:39:15,2290,2391,7
11,00:00:40:15,00:00:59:51,2413,3588,00:01:40:11,00:01:59:29,3011,3599,00:01:39:16,00:01:59:06,2392,2862,10
11,00:01:00:51,00:01:17:18,3648,4634,00:02:00:29,00:02:17:11,3629,4121,00:02:00:06,00:02:16:16,2886,3280,6
11,00:01:18:54,00:01:38:18,4730,5893,00:02:18:29,00:02:38:11,4169,4751,00:02:18:07,00:02:37:16,3319,3784,5
11,00:01:44:11,00:02:06:47,6245,7600,00:02:44:07,00:03:06:24,4927,5604,00:02:43:13,00:03:06:03,3925,4467,4
11,00:02:11:41,00:02:34:36,7894,9267,00:03:11:21,00:03:34:18,5751,6438,00:03:11:01,00:03:33:23,4585,5135,0
11,00:02:37:14,00:02:57:13,9425,10623,00:03:37:07,00:03:57:06,6517,7116,00:03:36:14,00:03:56:13,5198,5677,0
11,00:02:58:43,00:03:52:38,10713,13945,00:03:58:21,00:04:52:17,7161,8777,00:03:58:01,00:04:51:22,5713,7006,2
11,00:03:56:51,00:04:58:10,14197,17873,00:04:56:22,00:05:58:00,8902,10740,00:04:56:03,00:05:57:10,7107,8578,2
11,00:05:00:32,00:05:28:29,18015,19690,00:06:00:11,00:06:28:09,10811,11649,00:05:59:19,00:06:27:17,8635,9305,4
11,00:05:31:33,00:05:37:14,19874,20214,00:06:31:11,00:06:37:01,11741,11911,00:06:30:19,00:06:36:11,9379,9515,3
11,00:05:40:14,00:05:48:47,20394,20907,00:06:40:01,00:06:48:17,12001,12257,00:06:39:11,00:06:48:00,9587,9792,3
11,00:05:53:18,00:06:20:00,21177,22778,00:06:53:02,00:07:19:23,12392,13193,00:06:52:12,00:07:19:05,9900,10541,3
11,00:06:26:45,00:06:30:33,23182,23410,00:07:26:15,00:07:30:09,13395,13509,00:07:25:23,00:07:29:18,10703,10794,3
11,00:06:33:11,00:06:50:19,23568,24595,00:07:32:28,00:07:50:01,13588,14101,00:07:32:09,00:07:49:12,10857,11268,4
11,00:06:57:23,00:07:04:08,25019,25423,00:07:57:03,00:08:03:25,14313,14515,00:07:56:14,00:08:03:07,11438,11599,3
11,00:07:11:10,00:07:56:17,25845,28549,00:08:10:26,00:08:55:28,14726,16078,00:08:10:08,00:08:55:10,11768,12850,3
