subject_id,str_SMI_w_ts_LAF,end_SMI_w_ts_LAF,str_SMI_w_ts_Fix,str_SMI_w_ts_Touch,laf_target_label,current_task_label
17,00:12:15:10,00:12:15:20,00:12:44:20,00:12:45:23,1,10
17,00:13:44:19,00:13:44:23,00:13:45:04,00:13:46:09,1,1
18,00:01:35:07,00:01:35:12,00:02:14:26,00:02:16:24,9,6
18,00:02:24:10,00:02:25:10,00:02:25:29,00:02:26:08,6,9
18,00:02:46:11,00:02:47:18,00:02:48:05,00:02:48:10,1,1
18,00:02:55:02,00:02:55:10,00:05:27:05,00:05:27:19,1,1
18,00:02:59:28,00:03:00:17,00:05:27:05,00:05:27:19,1,8
18,00:03:03:01,00:03:03:04,00:05:27:05,00:05:27:19,1,8
18,00:03:06:20,00:03:07:03,00:05:27:05,00:05:27:19,1,8
18,00:03:09:05,00:03:09:11,00:05:27:05,00:05:27:19,1,8
18,00:05:24:23,00:05:25:00,00:05:27:05,00:05:27:19,1,4
18,00:02:55:22,00:02:56:00,00:04:07:06,00:04:07:08,1,1
18,00:02:59:24,00:02:59:26,00:04:07:06,00:04:07:08,1,8
18,00:03:00:18,00:03:00:29,00:04:07:06,00:04:07:08,1,8
18,00:03:02:00,00:03:02:19,00:04:07:06,00:04:07:08,1,8
18,00:03:10:08,00:03:10:25,00:04:07:06,00:04:07:08,1,8
18,00:03:11:18,00:03:11:24,00:04:07:06,00:04:07:08,1,8
18,00:03:58:16,00:03:58:21,00:04:07:06,00:04:07:08,1,2
18,00:04:04:27,00:04:05:02,00:04:07:06,00:04:07:08,1,8
18,00:03:02:20,00:03:02:28,00:15:05:27,00:15:06:23,1,8
18,00:03:03:07,00:03:03:10,00:15:05:27,00:15:06:23,1,8
18,00:03:06:08,00:03:06:19,00:15:05:27,00:15:06:23,1,8
18,00:03:07:04,00:03:07:08,00:15:05:27,00:15:06:23,1,8
18,00:03:09:13,00:03:09:20,00:15:05:27,00:15:06:23,1,8
18,00:06:49:10,00:06:49:25,00:15:05:27,00:15:06:23,1,4
18,00:08:42:27,00:08:43:03,00:15:05:27,00:15:06:23,1,1
18,00:12:33:10,00:12:33:20,00:15:05:27,00:15:06:23,1,1
18,00:14:19:21,00:14:20:03,00:15:05:27,00:15:06:23,1,3
18,00:14:58:07,00:14:58:12,00:15:05:27,00:15:06:23,1,1
18,00:04:04:02,00:04:04:06,00:04:05:05,00:04:06:15,10,2
18,00:02:58:20,00:02:58:25,00:04:22:08,00:04:23:15,12,8
18,00:04:14:19,00:04:16:20,00:04:22:08,00:04:23:15,12,4
18,00:05:08:22,00:05:09:11,00:05:16:15,00:05:17:15,8,4
18,00:06:35:14,00:06:35:29,00:06:37:00,00:06:37:25,5,1
18,00:07:43:16,00:07:44:11,00:08:05:29,00:08:10:15,10,1
18,00:08:03:26,00:08:04:16,00:08:05:29,00:08:10:15,10,7
18,00:07:45:03,00:07:45:16,00:07:47:14,00:07:47:19,10,1
18,00:08:04:18,00:08:04:22,00:15:42:10,00:15:42:27,1,7
18,00:08:23:09,00:08:23:14,00:15:42:10,00:15:42:27,1,7
18,00:09:15:06,00:09:16:03,00:15:42:10,00:15:42:27,1,3
18,00:09:41:17,00:09:41:25,00:15:42:10,00:15:42:27,1,1
18,00:14:54:18,00:14:55:17,00:15:42:10,00:15:42:27,1,1
18,00:15:12:05,00:15:12:10,00:15:42:10,00:15:42:27,1,1
18,00:15:14:26,00:15:15:00,00:15:42:10,00:15:42:27,1,1
18,00:08:04:26,00:08:05:00,00:09:09:10,00:09:10:00,1,7
18,00:09:06:09,00:09:07:07,00:09:09:10,00:09:10:00,1,3
18,00:09:07:29,00:09:08:24,00:09:09:10,00:09:10:00,1,3
18,00:08:22:15,00:08:23:02,00:08:26:21,00:08:27:08,10,7
18,00:08:24:19,00:08:26:07,00:08:26:21,00:08:27:08,10,7
18,00:08:41:22,00:08:42:16,00:08:43:13,00:08:44:13,10,1
18,00:08:54:15,00:08:54:22,00:09:01:06,00:09:01:10,10,3
18,00:08:58:16,00:08:59:10,00:09:01:06,00:09:01:10,10,1
18,00:08:54:25,00:08:55:05,00:08:59:25,00:09:00:23,10,3
18,00:08:57:09,00:08:58:14,00:08:59:25,00:09:00:23,10,1
18,00:09:16:25,00:09:17:09,00:09:20:28,00:09:21:10,10,3
18,00:09:18:16,00:09:19:00,00:09:20:00,00:09:20:23,1,3
18,00:09:19:21,00:09:19:29,00:09:20:00,00:09:20:23,1,3
18,00:09:40:29,00:09:41:05,00:19:07:15,00:19:08:14,1,5
18,00:14:49:26,00:14:50:04,00:19:07:15,00:19:08:14,1,3
18,00:14:54:04,00:14:54:09,00:19:07:15,00:19:08:14,1,3
18,00:15:14:20,00:15:14:24,00:19:07:15,00:19:08:14,1,1
18,00:15:40:18,00:15:40:25,00:19:07:15,00:19:08:14,1,1
18,00:15:54:01,00:15:54:05,00:19:07:15,00:19:08:14,1,11
18,00:16:15:19,00:16:15:27,00:19:07:15,00:19:08:14,1,11
18,00:17:01:19,00:17:01:26,00:19:07:15,00:19:08:14,1,10
18,00:17:26:14,00:17:26:19,00:19:07:15,00:19:08:14,1,1
18,00:17:32:26,00:17:34:21,00:19:07:15,00:19:08:14,1,1
18,00:18:52:24,00:18:53:02,00:19:07:15,00:19:08:14,1,1
18,00:09:42:19,00:09:43:13,00:14:28:06,00:14:29:09,10,1
18,00:11:40:08,00:11:40:21,00:14:28:06,00:14:29:09,10,13
18,00:10:38:12,00:10:39:17,00:12:57:11,00:12:59:03,10,1
18,00:12:32:05,00:12:32:10,00:12:57:11,00:12:59:03,10,1
18,00:12:15:15,00:12:15:23,00:12:27:18,00:12:28:11,3,5
18,00:12:55:23,00:12:56:01,00:16:42:18,00:16:44:05,11,1
18,00:15:53:00,00:15:53:26,00:16:42:18,00:16:44:05,11,11
18,00:16:07:24,00:16:08:07,00:16:42:18,00:16:44:05,11,10
18,00:16:17:22,00:16:18:04,00:16:42:18,00:16:44:05,11,6
18,00:16:39:26,00:16:40:06,00:16:42:18,00:16:44:05,11,10
18,00:12:54:26,00:12:55:03,00:14:58:14,00:14:59:06,10,1
18,00:12:56:07,00:12:56:17,00:14:58:14,00:14:59:06,10,1
18,00:14:56:14,00:14:57:19,00:14:58:14,00:14:59:06,10,1
18,00:15:13:02,00:15:13:16,00:16:05:15,00:16:06:20,12,1
18,00:15:34:07,00:15:34:11,00:17:42:20,00:17:43:10,1,11
18,00:17:34:28,00:17:35:01,00:17:42:20,00:17:43:10,1,1
18,00:17:35:22,00:17:36:12,00:17:42:20,00:17:43:10,1,1
18,00:15:36:10,00:15:36:27,00:15:37:17,00:15:38:20,4,11
18,00:16:03:23,00:16:04:04,00:17:32:04,00:17:32:16,4,1
18,00:16:41:05,00:16:41:14,00:17:32:04,00:17:32:16,4,10
18,00:16:48:16,00:16:48:26,00:16:49:12,00:16:50:07,11,10
18,00:16:51:13,00:16:51:23,00:17:02:09,00:17:02:25,11,10
18,00:17:06:21,00:17:06:27,00:17:07:19,00:17:07:29,11,10
18,00:17:08:01,00:17:08:11,00:17:09:05,00:17:09:20,11,10
18,00:17:09:25,00:17:10:13,00:20:54:15,00:20:56:08,11,10
18,00:17:37:24,00:17:38:21,00:20:54:15,00:20:56:08,11,1
18,00:17:49:06,00:17:49:18,00:18:18:29,00:18:19:16,4,11
18,00:08:21:15,00:08:22:05,00:14:22:06,00:14:23:24,1,1
18,00:09:16:07,00:09:16:13,00:14:22:06,00:14:23:24,1,3
18,00:09:43:23,00:09:44:14,00:14:22:06,00:14:23:24,1,1
18,00:10:40:03,00:10:40:10,00:14:22:06,00:14:23:24,1,1
18,00:12:31:09,00:12:32:01,00:14:22:06,00:14:23:24,1,1
18,00:13:00:13,00:13:00:21,00:14:22:06,00:14:23:24,1,5
20,00:02:07:21,00:02:08:19,00:02:27:04,00:02:28:05,2,12
20,00:02:15:26,00:02:15:29,00:05:09:11,00:05:09:12,1,12
20,00:02:17:04,00:02:17:12,00:05:09:11,00:05:09:12,1,12
20,00:04:35:14,00:04:36:13,00:05:09:11,00:05:09:12,1,4
20,00:04:45:28,00:04:46:09,00:05:09:11,00:05:09:12,1,1
20,00:04:51:11,00:04:51:25,00:05:09:11,00:05:09:12,1,1
20,00:04:56:29,00:04:57:08,00:05:09:11,00:05:09:12,1,4
20,00:02:18:01,00:02:18:04,00:02:27:03,00:02:28:01,9,1
20,00:02:20:19,00:02:21:11,00:02:25:25,00:02:26:05,1,12
20,00:02:24:22,00:02:25:15,00:02:25:25,00:02:26:05,1,12
20,00:03:22:19,00:03:22:26,00:03:24:29,00:03:26:12,2,2
20,00:03:22:28,00:03:23:06,00:03:25:20,00:03:26:13,6,2
20,00:03:24:11,00:03:24:28,00:03:25:20,00:03:26:13,6,1
20,00:02:24:09,00:02:24:17,00:05:10:01,00:05:09:19,1,12
20,00:02:25:16,00:02:25:23,00:05:10:01,00:05:09:19,1,12
20,00:03:29:01,00:03:30:08,00:05:10:01,00:05:09:19,1,1
20,00:03:31:12,00:03:31:20,00:05:10:01,00:05:09:19,1,1
20,00:03:32:20,00:03:33:19,00:05:10:01,00:05:09:19,1,1
20,00:03:38:06,00:03:39:04,00:05:10:01,00:05:09:19,1,2
20,00:04:47:02,00:04:47:08,00:05:10:01,00:05:09:19,1,2
20,00:04:52:23,00:04:53:26,00:05:10:01,00:05:09:19,1,2
20,00:03:30:10,00:03:30:28,00:04:14:04,00:04:14:10,1,1
20,00:03:30:29,00:03:31:10,00:04:15:24,00:04:15:27,1,1
20,00:03:53:21,00:03:54:05,00:04:15:24,00:04:15:27,1,2
20,00:03:31:27,00:03:32:18,00:04:58:04,00:05:00:14,10,1
20,00:04:51:26,00:04:52:01,00:04:58:04,00:05:00:14,10,1
20,00:03:55:13,00:03:56:10,00:04:06:28,00:04:07:04,10,2
20,00:03:58:26,00:03:59:11,00:04:06:28,00:04:07:04,10,2
20,00:03:57:13,00:03:58:25,00:03:59:13,00:04:02:07,12,2
20,00:04:44:22,00:04:45:20,00:04:48:03,00:04:50:13,5,4
20,00:04:46:26,00:04:47:00,00:12:51:16,00:12:52:18,1,1
20,00:09:53:08,00:09:53:11,00:12:51:16,00:12:52:18,1,1
20,00:12:48:24,00:12:49:09,00:12:51:16,00:12:52:18,1,1
20,00:12:49:27,00:12:50:07,00:12:51:16,00:12:52:18,1,1
20,00:04:53:29,00:04:54:21,00:04:55:07,00:04:56:13,2,4
20,00:04:57:25,00:04:58:01,00:05:03:16,00:05:03:17,2,4
20,00:05:33:03,00:05:33:15,00:06:30:18,00:06:30:17,10,6
20,00:09:45:18,00:09:46:16,00:10:09:21,00:10:10:21,12,4
20,00:09:54:26,00:09:55:20,00:10:09:21,00:10:10:21,12,1
20,00:10:00:08,00:10:00:21,00:10:09:21,00:10:10:21,9,12
20,00:09:54:18,00:09:54:24,00:11:49:20,00:11:50:14,1,1
20,00:09:55:22,00:09:55:27,00:11:49:20,00:11:50:14,1,1
20,00:09:56:25,00:09:57:01,00:11:49:20,00:11:50:14,1,1
20,00:09:56:05,00:09:56:12,00:10:10:27,00:10:10:28,4,1
20,00:10:09:22,00:10:10:03,00:10:10:27,00:10:10:28,4,1
20,00:09:57:03,00:09:57:14,00:09:57:18,00:09:59:16,1,1
20,00:11:49:03,00:11:49:14,00:12:05:26,00:12:06:19,1,1
20,00:12:04:22,00:12:05:05,00:12:05:26,00:12:06:19,1,11
20,00:10:46:09,00:10:46:23,00:12:28:11,00:12:29:00,1,1
20,00:12:24:15,00:12:25:23,00:12:28:11,00:12:29:00,1,1
20,00:12:26:06,00:12:26:24,00:12:28:11,00:12:29:00,1,1
20,00:12:26:27,00:12:27:09,00:14:12:10,00:14:13:19,11,1
20,00:14:11:08,00:14:11:26,00:14:12:10,00:14:13:19,11,10
20,00:12:38:03,00:12:39:05,00:13:29:20,00:13:31:05,11,11
20,00:13:23:23,00:13:24:07,00:13:29:20,00:13:31:05,11,10
20,00:13:27:14,00:13:28:03,00:13:29:20,00:13:31:05,11,10
20,00:13:23:13,00:13:23:22,00:13:46:17,00:13:47:20,11,10
20,00:13:25:04,00:13:25:13,00:13:46:17,00:13:47:20,11,10
20,00:13:25:18,00:13:25:24,00:14:00:27,00:14:01:22,11,10
20,00:13:39:28,00:13:40:17,00:14:00:27,00:14:01:22,11,13
20,00:13:53:07,00:13:54:03,00:14:00:27,00:14:01:22,11,10
20,00:14:06:28,00:14:07:10,00:14:08:12,00:14:09:01,11,10
22,00:01:29:10,00:01:29:24,00:01:30:13,00:01:31:03,8,9
22,00:01:39:11,00:01:39:23,00:01:43:04,00:01:43:17,11,12
22,00:01:41:07,00:01:41:16,00:01:43:04,00:01:43:17,11,12
22,00:01:44:16,00:01:44:26,00:03:52:15,00:03:53:26,10,8
22,00:01:48:06,00:01:48:13,00:03:15:09,00:03:16:05,1,8
22,00:01:48:14,00:01:48:28,00:02:24:14,00:02:26:20,11,8
22,00:01:49:01,00:01:49:07,00:02:39:03,00:02:39:16,10,8
22,00:01:51:22,00:01:52:05,00:03:10:21,00:03:13:00,10,8
22,00:01:52:28,00:01:53:03,00:03:10:21,00:03:13:00,10,8
22,00:01:54:21,00:01:55:06,00:03:10:21,00:03:13:00,10,8
22,00:01:52:08,00:01:52:17,00:01:53:14,00:01:53:27,9,8
22,00:02:15:14,00:02:15:24,00:02:16:22,00:02:18:14,10,2
22,00:04:09:22,00:04:09:27,00:04:10:21,00:04:12:06,10,4
22,00:04:09:28,00:04:10:04,00:05:19:15,00:05:20:14,1,4
22,00:04:53:24,00:04:53:28,00:04:55:08,00:04:55:28,9,7
22,00:04:56:19,00:04:57:16,00:04:58:14,00:04:59:10,10,3
22,00:05:03:10,00:05:03:17,00:05:59:12,00:06:00:05,1,3
22,00:05:58:18,00:05:58:25,00:05:59:12,00:06:00:05,1,3
22,00:05:14:23,00:05:14:28,00:06:08:12,00:06:09:28,1,3
22,00:05:15:10,00:05:15:13,00:06:08:12,00:06:09:28,1,3
22,00:06:01:15,00:06:01:18,00:06:08:12,00:06:09:28,1,11
22,00:05:23:21,00:05:24:07,00:05:33:21,00:05:34:08,1,3
22,00:05:30:25,00:05:32:06,00:05:33:21,00:05:34:08,1,3
22,00:05:25:01,00:05:25:11,00:05:26:11,00:05:26:27,10,3
22,00:05:34:09,00:05:34:28,00:05:43:09,00:05:44:25,1,11
22,00:01:39:06,00:01:39:10,00:01:39:24,00:01:40:08,10,12
22,00:04:16:21,00:04:17:24,00:04:18:17,00:04:19:08,10,5
23,00:02:29:07,00:02:30:05,00:02:30:15,00:02:31:01,6,12
23,00:02:42:25,00:02:42:29,00:02:49:21,00:02:49:20,8,8
23,00:02:46:24,00:02:47:00,00:02:48:04,00:02:48:12,9,8
23,00:03:43:16,00:03:43:26,00:04:02:26,00:04:04:13,8,2
23,00:03:46:17,00:03:47:06,00:04:02:26,00:04:04:13,8,2
23,00:03:57:25,00:03:58:08,00:04:02:26,00:04:04:13,8,12
23,00:04:00:09,00:04:01:22,00:04:02:26,00:04:04:13,8,2
23,00:04:17:25,00:04:18:02,00:05:59:27,00:05:59:28,1,12
23,00:04:36:10,00:04:36:23,00:05:59:27,00:05:59:28,1,6
23,00:04:55:05,00:04:55:17,00:05:59:27,00:05:59:28,1,6
23,00:04:56:06,00:04:57:11,00:05:59:27,00:05:59:28,1,6
23,00:05:01:25,00:05:02:03,00:05:59:27,00:05:59:28,1,6
23,00:04:18:14,00:04:18:25,00:10:51:14,00:10:52:24,4,12
23,00:10:47:13,00:10:47:24,00:10:51:14,00:10:52:24,4,1
23,00:04:57:14,00:04:57:24,00:06:51:00,00:06:52:13,1,6
23,00:04:58:13,00:04:58:19,00:06:51:00,00:06:52:13,1,6
23,00:05:01:18,00:05:01:23,00:06:51:00,00:06:52:13,1,6
23,00:05:02:04,00:05:02:21,00:06:51:00,00:06:52:13,1,6
23,00:06:44:06,00:06:44:21,00:06:51:00,00:06:52:13,1,4
23,00:04:58:24,00:04:59:09,00:05:13:24,00:05:17:17,10,1
23,00:05:03:29,00:05:04:03,00:05:13:24,00:05:17:17,10,1
23,00:04:59:11,00:04:59:26,00:06:33:11,00:06:33:29,10,1
23,00:06:21:29,00:06:22:22,00:06:33:11,00:06:33:29,10,4
23,00:06:25:04,00:06:25:14,00:06:33:11,00:06:33:29,10,1
23,00:05:00:06,00:05:01:16,00:07:00:27,00:07:02:09,10,1
23,00:05:02:22,00:05:03:22,00:07:00:27,00:07:02:09,10,1
23,00:05:04:25,00:05:04:29,00:13:45:14,00:13:46:15,9,1
23,00:06:17:07,00:06:17:16,00:13:45:14,00:13:46:15,9,1
23,00:06:26:04,00:06:26:08,00:13:45:14,00:13:46:15,9,1
23,00:08:15:05,00:08:15:15,00:13:45:14,00:13:46:15,9,4
23,00:08:18:19,00:08:19:23,00:13:45:14,00:13:46:15,9,1
23,00:10:02:16,00:10:03:18,00:13:45:14,00:13:46:15,9,1
23,00:10:46:28,00:10:47:09,00:13:45:14,00:13:46:15,9,1
23,00:12:38:23,00:12:39:03,00:13:45:14,00:13:46:15,9,1
23,00:13:07:09,00:13:07:29,00:13:45:14,00:13:46:15,9,6
23,00:05:13:04,00:05:13:20,00:05:38:15,00:05:39:27,11,4
23,00:09:20:06,00:09:20:19,00:09:24:04,00:09:24:19,11,1
23,00:09:22:17,00:09:23:15,00:09:24:04,00:09:24:19,11,1
23,00:09:21:09,00:09:21:14,00:14:35:05,00:14:36:10,1,1
23,00:09:55:12,00:09:56:08,00:14:35:05,00:14:36:10,1,1
23,00:12:34:07,00:12:34:12,00:14:35:05,00:14:36:10,1,3
23,00:12:36:19,00:12:36:27,00:14:35:05,00:14:36:10,1,1
23,00:14:13:22,00:14:15:00,00:14:35:05,00:14:36:10,1,11
23,00:14:33:15,00:14:33:20,00:14:35:05,00:14:36:10,1,11
23,00:09:21:21,00:09:21:28,00:12:55:01,00:12:56:01,1,1
23,00:09:52:18,00:09:53:03,00:12:55:01,00:12:56:01,1,1
23,00:10:06:01,00:10:06:14,00:12:55:01,00:12:56:01,1,6
23,00:10:50:00,00:10:50:04,00:12:55:01,00:12:56:01,1,1
23,00:10:59:17,00:10:59:22,00:12:55:01,00:12:56:01,1,1
23,00:11:35:01,00:11:35:04,00:12:55:01,00:12:56:01,1,3
23,00:11:43:10,00:11:43:16,00:12:55:01,00:12:56:01,1,3
23,00:12:34:26,00:12:35:03,00:12:55:01,00:12:56:01,1,1
23,00:09:22:07,00:09:22:13,00:09:26:13,00:09:27:03,10,1
23,00:09:23:17,00:09:24:02,00:11:23:19,00:11:24:00,1,1
23,00:10:45:27,00:10:46:10,00:11:23:19,00:11:24:00,1,1
23,00:09:53:06,00:09:53:16,00:13:50:13,00:13:51:15,1,1
23,00:10:45:02,00:10:45:15,00:13:50:13,00:13:51:15,1,6
23,00:11:35:06,00:11:35:11,00:13:50:13,00:13:51:15,1,3
23,00:11:42:22,00:11:43:04,00:13:50:13,00:13:51:15,1,3
23,00:12:33:23,00:12:34:00,00:13:50:13,00:13:51:15,1,3
23,00:12:39:18,00:12:40:01,00:13:50:13,00:13:51:15,1,1
23,00:09:53:28,00:09:54:20,00:15:00:05,00:15:02:05,11,1
23,00:09:56:14,00:09:57:07,00:15:00:05,00:15:02:05,11,1
23,00:09:59:23,00:10:00:04,00:15:00:05,00:15:02:05,11,1
23,00:10:06:15,00:10:06:25,00:15:00:05,00:15:02:05,11,1
23,00:10:37:08,00:10:38:04,00:15:00:05,00:15:02:05,11,6
23,00:10:45:17,00:10:45:22,00:15:00:05,00:15:02:05,11,6
23,00:10:59:24,00:11:00:21,00:15:00:05,00:15:02:05,11,6
23,00:11:19:25,00:11:20:02,00:15:00:05,00:15:02:05,11,3
23,00:11:22:18,00:11:22:27,00:15:00:05,00:15:02:05,11,3
23,00:12:34:17,00:12:34:25,00:15:00:05,00:15:02:05,11,3
23,00:12:36:28,00:12:37:04,00:15:00:05,00:15:02:05,11,1
23,00:13:04:01,00:13:04:11,00:15:00:05,00:15:02:05,11,6
23,00:13:52:11,00:13:52:22,00:15:00:05,00:15:02:05,11,11
23,00:14:34:10,00:14:34:24,00:15:00:05,00:15:02:05,11,11
23,00:14:36:25,00:14:37:09,00:15:00:05,00:15:02:05,11,11
23,00:14:55:24,00:14:56:05,00:15:00:05,00:15:02:05,11,1
23,00:14:57:25,00:14:57:29,00:15:00:05,00:15:02:05,11,1
23,00:14:58:13,00:14:58:28,00:15:00:05,00:15:02:05,11,1
23,00:10:46:14,00:10:46:24,00:11:30:11,00:11:28:25,10,1
23,00:08:48:19,00:08:48:29,00:12:21:25,00:12:22:02,10,1
23,00:11:34:26,00:11:35:00,00:12:21:25,00:12:22:02,10,3
23,00:12:18:06,00:12:18:17,00:12:21:25,00:12:22:02,10,3
23,00:10:48:11,00:10:49:22,00:11:28:08,00:11:28:24,10,1
23,00:11:18:28,00:11:19:17,00:11:28:08,00:11:28:24,10,3
23,00:11:26:09,00:11:27:03,00:11:28:08,00:11:28:24,10,3
23,00:11:04:22,00:11:05:03,00:15:25:19,00:15:29:01,12,7
23,00:12:41:27,00:12:42:02,00:15:25:19,00:15:29:01,12,6
23,00:11:06:01,00:11:06:07,00:11:10:28,00:11:11:22,9,7
23,00:12:03:26,00:12:04:19,00:12:06:10,00:12:07:08,10,1
23,00:15:34:15,00:15:35:05,00:15:57:16,00:15:58:20,11,10
23,00:15:54:08,00:15:55:19,00:15:57:16,00:15:58:20,11,10
23,00:15:35:08,00:15:35:23,00:15:37:02,00:15:37:18,11,10
23,00:15:35:24,00:15:36:03,00:15:43:12,00:15:46:02,11,10
23,00:15:36:11,00:15:36:26,00:16:09:11,00:16:09:29,11,10
23,00:08:17:02,00:08:17:19,00:08:22:00,00:08:22:18,10,5
23,00:11:43:25,00:11:44:11,00:13:10:24,00:13:15:04,1,3
23,00:11:56:19,00:11:56:28,00:13:10:24,00:13:15:04,1,3
23,00:12:37:08,00:12:37:23,00:13:10:24,00:13:15:04,1,1
23,00:12:40:03,00:12:40:26,00:13:10:24,00:13:15:04,1,1
23,00:13:08:25,00:13:09:08,00:13:10:24,00:13:15:04,1,6
23,00:13:09:21,00:13:10:15,00:13:10:24,00:13:15:04,1,6
23,00:15:31:17,00:15:32:05,00:15:33:29,00:15:34:14,11,10
23,00:11:33:28,00:11:34:13,00:11:55:22,00:11:56:09,10,11
23,00:11:52:28,00:11:54:03,00:11:55:22,00:11:56:09,10,3
24,00:01:45:07,00:01:45:16,00:02:50:28,00:02:52:00,12,7
24,00:01:47:07,00:01:47:26,00:02:50:28,00:02:52:00,12,7
24,00:01:45:29,00:01:46:07,00:02:33:14,00:02:33:15,8,7
24,00:02:06:24,00:02:07:03,00:02:33:14,00:02:33:15,8,6
24,00:02:23:22,00:02:24:03,00:02:33:14,00:02:33:15,8,8
24,00:02:26:26,00:02:27:05,00:02:33:14,00:02:33:15,8,8
24,00:02:24:05,00:02:24:13,00:02:50:20,00:02:51:27,9,8
24,00:02:50:21,00:02:50:27,00:16:51:16,00:16:51:21,4,6
24,00:02:55:19,00:02:56:00,00:16:51:16,00:16:51:21,4,10
24,00:02:57:16,00:02:57:24,00:16:51:16,00:16:51:21,4,10
24,00:03:20:10,00:03:20:13,00:16:51:16,00:16:51:21,4,12
24,00:03:28:09,00:03:29:15,00:16:51:16,00:16:51:21,4,1
24,00:04:17:03,00:04:17:08,00:16:51:16,00:16:51:21,4,8
24,00:04:18:19,00:04:19:02,00:16:51:16,00:16:51:21,4,8
24,00:05:33:26,00:05:34:10,00:16:51:16,00:16:51:21,4,8
24,00:05:58:05,00:05:58:10,00:16:51:16,00:16:51:21,4,6
24,00:03:20:15,00:03:21:04,00:03:29:16,00:03:30:13,2,12
24,00:03:22:22,00:03:22:29,00:03:23:18,00:03:23:27,1,1
24,00:03:27:06,00:03:27:21,00:18:07:10,00:18:08:02,1,1
24,00:03:40:07,00:03:40:18,00:18:07:10,00:18:08:02,1,6
24,00:03:40:27,00:03:41:02,00:18:07:10,00:18:08:02,1,6
24,00:06:00:01,00:06:00:06,00:18:07:10,00:18:08:02,1,4
24,00:06:00:18,00:06:01:11,00:18:07:10,00:18:08:02,1,4
24,00:12:41:21,00:12:42:16,00:18:07:10,00:18:08:02,1,4
24,00:12:45:11,00:12:45:18,00:18:07:10,00:18:08:02,1,4
24,00:17:10:25,00:17:11:02,00:18:07:10,00:18:08:02,1,4
24,00:03:50:24,00:03:50:29,00:03:52:22,00:03:53:11,8,6
24,00:03:51:10,00:03:51:21,00:03:52:22,00:03:53:11,8,6
24,00:03:50:15,00:03:50:23,00:12:50:15,00:12:53:13,10,6
24,00:03:51:00,00:03:51:08,00:12:50:15,00:12:53:13,10,6
24,00:03:51:23,00:03:52:21,00:12:50:15,00:12:53:13,10,6
24,00:04:11:13,00:04:11:19,00:12:50:15,00:12:53:13,10,6
24,00:07:00:20,00:07:00:27,00:12:50:15,00:12:53:13,10,4
24,00:07:07:12,00:07:07:20,00:12:50:15,00:12:53:13,10,6
24,00:12:44:13,00:12:45:03,00:12:50:15,00:12:53:13,10,4
24,00:12:45:20,00:12:46:10,00:12:50:15,00:12:53:13,10,4
24,00:04:20:21,00:04:21:00,00:05:58:11,00:05:58:25,12,2
24,00:04:21:11,00:04:21:22,00:05:58:11,00:05:58:25,12,2
24,00:05:03:09,00:05:03:15,00:05:58:11,00:05:58:25,12,2
24,00:05:32:12,00:05:32:19,00:05:58:11,00:05:58:25,12,6
24,00:04:26:03,00:04:26:13,00:04:42:21,00:04:44:12,2,2
24,00:04:32:10,00:04:32:28,00:04:42:21,00:04:44:12,2,2
24,00:05:01:15,00:05:01:26,00:05:32:00,00:05:32:23,2,2
24,00:06:01:18,00:06:02:28,00:06:04:12,00:06:04:21,10,4
24,00:07:00:29,00:07:01:28,00:07:02:14,00:07:03:20,2,1
24,00:07:05:21,00:07:05:24,00:09:14:20,00:09:15:15,5,6
24,00:07:07:06,00:07:07:10,00:09:14:20,00:09:15:15,5,6
24,00:07:23:04,00:07:23:10,00:09:14:20,00:09:15:15,5,6
24,00:08:20:27,00:08:21:05,00:09:14:20,00:09:15:15,5,6
24,00:11:44:00,00:11:44:20,00:12:00:24,00:12:01:27,1,4
24,00:11:44:22,00:11:46:02,00:12:00:24,00:12:01:27,5,4
24,00:12:42:28,00:12:43:27,00:12:46:19,00:12:47:00,5,1
24,00:14:04:12,00:14:05:10,00:17:34:20,00:17:36:19,10,1
24,00:17:33:10,00:17:33:18,00:18:18:04,00:18:18:17,1,4
24,00:17:33:29,00:17:34:10,00:21:06:17,00:21:07:11,11,1
24,00:18:07:19,00:18:07:29,00:21:06:17,00:21:07:11,11,1
24,00:20:16:09,00:20:17:08,00:21:06:17,00:21:07:11,11,11
24,00:18:54:07,00:18:54:12,00:19:36:22,00:19:38:13,10,3
24,00:19:04:18,00:19:04:27,00:19:05:10,00:19:07:19,10,3
24,00:19:17:10,00:19:17:21,00:19:21:06,00:19:22:14,10,3
24,00:19:18:01,00:19:19:16,00:19:21:06,00:19:22:14,10,3
24,00:20:03:27,00:20:04:04,00:20:05:08,00:20:07:12,1,6
24,00:20:19:14,00:20:20:03,00:20:43:29,00:20:44:10,1,6
24,00:20:23:19,00:20:23:29,00:20:24:27,00:20:25:25,4,6
24,00:22:35:11,00:22:36:17,00:24:01:08,00:24:01:21,1,10
24,00:22:42:00,00:22:42:11,00:24:01:08,00:24:01:21,1,10
24,00:22:41:10,00:22:41:28,00:22:42:24,00:22:43:15,11,10
24,00:23:00:23,00:23:01:00,00:23:38:25,00:23:39:12,1,10
24,00:23:14:26,00:23:15:04,00:23:38:25,00:23:39:12,1,1
24,00:23:15:13,00:23:15:17,00:23:38:25,00:23:39:12,1,1
24,00:23:16:20,00:23:16:25,00:23:38:25,00:23:39:12,1,1
